Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
15833367,1/29/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10306,304 FAIRBANK AVENUE,FAIRBANK AVENUE,HYLAN BOULEVARD,PENDALE STREET,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,2/28/10 0:00,2/2/10 0:00,03 STATEN ISLAND,STATEN ISLAND,949564,142442,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5575783,-74.12482677,"(40.55757830419323, -74.12482677256673)"
15890055,1/30/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10460,1540 THERIOT AVENUE,THERIOT AVENUE,ARCHER STREET,GUERLAIN STREET,,,ADDRESS,BRONX,,N/A,Assigned,3/1/10 0:00,2/2/10 0:00,09 BRONX,BRONX,1021420,244913,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83882664,-73.8656684,"(40.83882664493085, -73.86566839575464)"
15897424,1/31/10 0:00,2/1/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10003,225 EAST 5 STREET,EAST 5 STREET,COOPER SQUARE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,3/2/10 0:00,2/1/10 0:00,03 MANHATTAN,MANHATTAN,986874,204303,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72744084,-73.99053277,"(40.727440844412, -73.99053277312754)"
15903654,2/1/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11203,87 EAST 53 STREET,EAST 53 STREET,WINTHROP STREET,CLARKSON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,3/3/10 0:00,2/2/10 0:00,17 BROOKLYN,BROOKLYN,1004196,179012,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65800082,-73.92811099,"(40.65800082350399, -73.92811098846161)"
15902806,2/1/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10003,81 IRVING PLACE,IRVING PLACE,EAST 19 STREET,GRAMERCY PARK,,,ADDRESS,NEW YORK,,N/A,Assigned,3/3/10 0:00,2/2/10 0:00,06 MANHATTAN,MANHATTAN,987996,207838,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73714315,-73.9864827,"(40.737143147529636, -73.98648269968568)"
15904639,2/1/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10025,410 CENTRAL PARK WEST,CENTRAL PARK WEST,WEST 100 STREET,WEST 101 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,3/3/10 0:00,2/2/10 0:00,07 MANHATTAN,MANHATTAN,994651,228833,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79476366,-73.9624359,"(40.79476366071454, -73.96243589629329)"
15914906,2/2/10 0:00,3/9/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11211,108 DIVISION AVENUE,DIVISION AVENUE,BEDFORD AVENUE,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,3/4/10 0:00,3/9/10 0:00,01 BROOKLYN,BROOKLYN,994316,197094,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70764853,-73.96369329,"(40.707648533017924, -73.96369328768074)"
15915057,2/2/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10028,501 1/2 EAST 83 STREET,EAST 83 STREET,YORK AVENUE,EAST END AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,3/4/10 0:00,2/2/10 0:00,08 MANHATTAN,MANHATTAN,998599,221210,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77383503,-73.94819364,"(40.77383503084872, -73.94819364082689)"
15916320,2/2/10 0:00,2/17/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10002,43 CLINTON STREET,CLINTON STREET,STANTON STREET,RIVINGTON STREET,,,ADDRESS,NEW YORK,,N/A,Closed,3/4/10 0:00,2/17/10 0:00,03 MANHATTAN,MANHATTAN,988497,201543,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71986468,-73.98467883,"(40.71986468274901, -73.9846788330436)"
15922474,2/3/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10014,463 WEST STREET,WEST STREET,BANK STREET,BETHUNE STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,3/5/10 0:00,2/4/10 0:00,02 MANHATTAN,MANHATTAN,981490,207697,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7367565,-74.0099593,"(40.736756500051584, -74.00995929853407)"
15940772,2/5/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11218,417 EAST 8 STREET,EAST 8 STREET,AVENUE C,CORTELYOU ROAD,,,ADDRESS,BROOKLYN,,N/A,Assigned,3/7/10 0:00,2/5/10 0:00,12 BROOKLYN,BROOKLYN,992318,172391,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6398464,-73.97092937,"(40.63984640423088, -73.97092937466692)"
15940877,2/5/10 0:00,2/8/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11218,417 EAST 8 STREET,EAST 8 STREET,AVENUE C,CORTELYOU ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,3/7/10 0:00,2/8/10 0:00,12 BROOKLYN,BROOKLYN,992318,172391,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6398464,-73.97092937,"(40.63984640423088, -73.97092937466692)"
15946697,2/6/10 0:00,3/2/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11357,6-09 161 STREET,161 STREET,RIVERSIDE DRIVE,POWELLS COVE BOULEVARD,,,ADDRESS,WHITESTONE,,N/A,Closed,3/8/10 0:00,3/2/10 0:00,07 QUEENS,QUEENS,1039577,229084,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79528551,-73.80018006,"(40.79528550585096, -73.80018005998468)"
15946043,2/6/10 0:00,3/1/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10003,347 EAST 5 STREET,EAST 5 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,3/8/10 0:00,3/1/10 0:00,03 MANHATTAN,MANHATTAN,987620,203890,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72630701,-73.98784146,"(40.7263070072079, -73.98784145892742)"
15954581,2/8/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11103,44-14 NEWTOWN ROAD,NEWTOWN ROAD,44 STREET,45 STREET,,,ADDRESS,ASTORIA,,N/A,Assigned,3/10/10 0:00,2/8/10 0:00,01 QUEENS,QUEENS,1008032,215875,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7591715,-73.91415515,"(40.75917149873549, -73.91415515190998)"
15955102,2/8/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10016,250 EAST 40 STREET,EAST 40 STREET,QUEENS MIDTOWN TUNNEL EXIT,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,3/10/10 0:00,2/8/10 0:00,06 MANHATTAN,MANHATTAN,991574,212053,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74871003,-73.97356703,"(40.748710030908676, -73.9735670320491)"
15964285,2/9/10 0:00,3/1/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11105,20-24 31 STREET,31 STREET,20 ROAD,21 AVENUE,,,ADDRESS,ASTORIA,,N/A,Closed,3/11/10 0:00,3/1/10 0:00,01 QUEENS,QUEENS,1009981,223137,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77909833,-73.90709213,"(40.779098331946315, -73.90709213418204)"
15978352,2/11/10 0:00,3/2/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,1-2 Family Dwelling,11221,1181 GREENE AVENUE,GREENE AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,3/13/10 0:00,3/2/10 0:00,04 BROOKLYN,BROOKLYN,1005800,192583,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69524638,-73.92228649,"(40.69524638225924, -73.92228649017396)"
15979943,2/11/10 0:00,3/2/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11222,151 INDIA STREET,INDIA STREET,MANHATTAN AVENUE,MC GUINNESS BOULEVARD,,,ADDRESS,BROOKLYN,,N/A,Closed,3/13/10 0:00,3/2/10 0:00,01 BROOKLYN,BROOKLYN,997055,206117,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73241095,-73.95379692,"(40.732410950914854, -73.9537969178713)"
15980059,2/11/10 0:00,3/2/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11211,702 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,3/13/10 0:00,3/2/10 0:00,01 BROOKLYN,BROOKLYN,999592,198523,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71156322,-73.94466021,"(40.711563223306214, -73.94466021110912)"
15981596,2/11/10 0:00,3/2/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10455,918 LEGGETT AVENUE,LEGGETT AVENUE,DAWSON STREET,KELLY STREET,,,ADDRESS,BRONX,,N/A,Closed,3/13/10 0:00,3/2/10 0:00,02 BRONX,BRONX,1011727,236698,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81631431,-73.9007323,"(40.81631430775734, -73.90073230439438)"
15989561,2/12/10 0:00,3/2/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10128,302 EAST 94 STREET,EAST 94 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,3/14/10 0:00,3/2/10 0:00,08 MANHATTAN,MANHATTAN,998746,224466,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78277165,-73.94765588,"(40.78277165046458, -73.9476558800507)"
15990184,2/12/10 0:00,3/2/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11209,305 95 STREET,95 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,3/14/10 0:00,3/2/10 0:00,10 BROOKLYN,BROOKLYN,975046,164069,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61700316,-74.03315251,"(40.617003161009336, -74.03315251265606)"
15990278,2/12/10 0:00,2/16/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11209,305 95 STREET,95 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,3/14/10 0:00,2/16/10 0:00,10 BROOKLYN,BROOKLYN,975046,164069,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61700316,-74.03315251,"(40.617003161009336, -74.03315251265606)"
15988866,2/12/10 0:00,3/2/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11207,622 ASHFORD STREET,ASHFORD STREET,DUMONT AVENUE,LIVONIA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,3/14/10 0:00,3/2/10 0:00,05 BROOKLYN,BROOKLYN,1016615,182254,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66686271,-73.88333513,"(40.66686270531824, -73.88333513447814)"
15996637,2/13/10 0:00,3/2/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11220,806 60 STREET,60 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,3/15/10 0:00,3/2/10 0:00,12 BROOKLYN,BROOKLYN,981713,170708,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63523024,-74.00914069,"(40.63523023948803, -74.00914068834186)"
16000580,2/14/10 0:00,3/2/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10014,55 BETHUNE STREET,BETHUNE STREET,WASHINGTON STREET,JOE DIMAGGIO HIGHWAY,,,ADDRESS,NEW YORK,,N/A,Closed,3/16/10 0:00,3/2/10 0:00,02 MANHATTAN,MANHATTAN,981831,207769,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73695422,-74.00872885,"(40.73695422209069, -74.00872884588121)"
16007150,2/15/10 0:00,3/3/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11201,145 SMITH STREET,SMITH STREET,DEAN STREET,BERGEN STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,3/17/10 0:00,3/3/10 0:00,02 BROOKLYN,BROOKLYN,986927,189527,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6868842,-73.99034743,"(40.686884199935065, -73.99034742693254)"
16012073,2/16/10 0:00,3/9/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11215,411 14 STREET,14 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,3/18/10 0:00,3/9/10 0:00,06 BROOKLYN,BROOKLYN,989033,180917,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6632508,-73.98275984,"(40.663250801590195, -73.98275984317533)"
16013954,2/16/10 0:00,3/9/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11219,901 51 STREET,51 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,3/18/10 0:00,3/9/10 0:00,12 BROOKLYN,BROOKLYN,983764,172093,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63903212,-74.00175113,"(40.639032119217866, -74.00175113426474)"
16020413,2/17/10 0:00,3/9/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11237,206 STARR STREET,STARR STREET,IRVING AVENUE,WYCKOFF AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,3/19/10 0:00,3/9/10 0:00,04 BROOKLYN,BROOKLYN,1005534,196134,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70499369,-73.92323452,"(40.704993687318826, -73.92323451550983)"
16019885,2/17/10 0:00,2/17/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11237,206 STARR STREET,STARR STREET,IRVING AVENUE,WYCKOFF AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,3/19/10 0:00,2/17/10 0:00,04 BROOKLYN,BROOKLYN,1005534,196134,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70499369,-73.92323452,"(40.704993687318826, -73.92323451550983)"
16020010,2/17/10 0:00,2/17/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11222,151 INDIA STREET,INDIA STREET,MANHATTAN AVENUE,MC GUINNESS BOULEVARD,,,ADDRESS,BROOKLYN,,N/A,Closed,3/19/10 0:00,2/17/10 0:00,01 BROOKLYN,BROOKLYN,997055,206117,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73241095,-73.95379692,"(40.732410950914854, -73.9537969178713)"
16028552,2/18/10 0:00,3/11/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11103,28-37 49 STREET,49 STREET,28 AVENUE,30 AVENUE,,,ADDRESS,ASTORIA,,N/A,Closed,3/20/10 0:00,3/11/10 0:00,01 QUEENS,QUEENS,1009956,216627,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76123016,-73.9072073,"(40.7612301601949, -73.90720730257325)"
16038752,2/19/10 0:00,3/9/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11215,388 19 STREET,19 STREET,PROSPECT EXPWY EB EN 19 ST,8 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,3/21/10 0:00,3/9/10 0:00,07 BROOKLYN,BROOKLYN,987938,179409,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6591122,-73.98670756,"(40.65911219816259, -73.98670755726289)"
16038834,2/19/10 0:00,3/3/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10456,920 TRINITY AVENUE,TRINITY AVENUE,EAST 161 STREET,EAST 163 STREET,,,ADDRESS,BRONX,,N/A,Closed,3/21/10 0:00,3/3/10 0:00,03 BRONX,BRONX,1010278,239062,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82280721,-73.90595801,"(40.8228072061195, -73.90595801474907)"
16045670,2/20/10 0:00,2/22/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11214,2630 CROPSEY AVENUE,CROPSEY AVENUE,BAY 43 STREET,BAY 44 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,3/22/10 0:00,2/22/10 0:00,13 BROOKLYN,BROOKLYN,986781,154070,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58956236,-73.99088717,"(40.58956236042634, -73.99088716560556)"
16054892,2/22/10 0:00,3/11/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10003,55 EAST 7 STREET,EAST 7 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,3/24/10 0:00,3/11/10 0:00,03 MANHATTAN,MANHATTAN,987731,204397,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72769856,-73.98744072,"(40.72769855576269, -73.98744072247027)"
16053278,2/22/10 0:00,2/22/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10024,328 WEST 89 STREET,WEST 89 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Closed,3/24/10 0:00,2/22/10 0:00,07 MANHATTAN,MANHATTAN,990554,227510,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79113626,-73.9772338,"(40.791136255537516, -73.97723380417234)"
16053385,2/22/10 0:00,3/15/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11373,41-06 DENMAN STREET,DENMAN STREET,WHITNEY AVENUE,LAMONT AVENUE,,,ADDRESS,ELMHURST,,N/A,Closed,3/24/10 0:00,3/15/10 0:00,04 QUEENS,QUEENS,1019035,211259,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74646532,-73.87446203,"(40.74646531883144, -73.87446202752055)"
16055516,2/22/10 0:00,4/2/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11212,2323 STRAUSS STREET,STRAUSS STREET,LOTT AVENUE,EAST 98 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,3/24/10 0:00,4/2/10 0:00,16 BROOKLYN,BROOKLYN,1008309,178621,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65691739,-73.91328839,"(40.65691739474568, -73.91328839228196)"
16054647,2/22/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11374,95-25 QUEENS BOULEVARD,QUEENS BOULEVARD,62 DRIVE,JUNCTION BOULEVARD,,,ADDRESS,REGO PARK,,N/A,Assigned,3/24/10 0:00,2/23/10 0:00,06 QUEENS,QUEENS,1022015,205499,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73064334,-73.86373965,"(40.73064334155968, -73.86373965363904)"
16063502,2/23/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11206,29 BEAVER STREET,BEAVER STREET,ELLERY STREET,PARK STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,3/25/10 0:00,2/24/10 0:00,04 BROOKLYN,BROOKLYN,1001369,194509,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70054248,-73.93826064,"(40.70054248284539, -73.93826064052428)"
16064617,2/23/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11225,693 FLATBUSH AVENUE,FLATBUSH AVENUE,WINTHROP STREET,PARKSIDE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,3/25/10 0:00,2/24/10 0:00,09 BROOKLYN,BROOKLYN,995352,178346,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6561883,-73.95998746,"(40.6561883049318, -73.95998746314629)"
